渜,nyun6
渵,maau4
湓,pun4
湓,pun6
湁,chap1
渿,noi6
渻,saang2
渻,sing2
湍,teun1
湍,chyun2
湍,tyun1
湍,jyun2
渟,ting4
溲,sau1
溲,sau2
湉,tim4
渽,joi1
湞,jing1
湳,naam5
湀,gwai2
湀,kwai1
湀,kwai5
渶,ying1
湚,yan6
湫,chau1
湫,jau1
湫,jiu2
滋,ji1
渾,gwan2
渾,wan4
渾,wan6
渭,wai6
湋,wai4
湋,wai5
渮,go1
渮,ho4
湱,waak6
湜,sat6
湜,jik6
溉,goi3
溉,koi3
渦,gwo1
渦,wo1
渹,gwang1
溈,gwai1
港,gong2
湧,chung1
湧,yung2
湧,yung5
湅,lin6
湨,gwik1
減,gaam2
湝,gaai1
渲,hyun1
渲,syun1
渲,syun3
湮,yan1
湮,yin1
湆,yap1
渠,keui4
湲,wun4
湲,yun4
湡,yu4
渝,yu4
渃,yeuk6
渴,kit3
渴,hot3
渰,yim1
渰,yim2
游,yau4
游,yau6
湇,yap1
渢,fung1
渢,fung4
測,chaak1
測,chak1
湩,dung3
湩,dung6
湩,jung3
湊,chau3
湎,min5
渧,dai3
渧,dik6
渼,mei5
湛,daam1
湛,jaam3
湛,cham4
湣,fan1
湣,man5
湃,baai3
湃,paai3
渡,dou6
渺,miu5
淼,miu5
湄,mei4
渤,but6
渳,mai5
湢,seun4
湢,bik1
滄,chong1
溢,yat6
溠,ja3
準,jeun2
準,jyut3
滀,chuk1
滁,cheui4
滁,chyu4
溱,cheun4
溱,jeun1
溴,chau3
溔,ngaau5
溔,yiu5
溪,kai1
源,yun4
溶,yung4
滖,seui1
滔,tou1
滃,yung1
滃,yung2
滐,git6
溽,yuk6
溫,wan1
溳,wan4
溏,tong4
滈,hou6
溷,wan6
滓,ji2
溙,taai3
滜,gou1
溾,waai1
溾,wui6
溰,yi4
滒,go1
溹,sok3
溛,wa1
湒,jap1
溝,gau1
溝,kau1
滘,gaau3
滉,fong2
滆,gaak3
溒,yun4
溍,jeun3
溤,ma5
溘,hap1
溘,hap6
溞,sou1
滑,waat6
滑,gwat1
溎,gwai3
漍,gwok3
滇,din1
滇,tin4
滍,ji3
滍,ji6
溣,leun6
溗,sing4
滊,hei3
滊,hit3
滊,kit3
溿,pun3
溡,si4
滏,fu2
滅,mit6
溥,pou2
溺,nik1
溺,nik6
溺,niu6
溦,mei4
溓,lim4
溓,lim5
滂,pong1
滂,pong4
溮,si1
溜,lau4
溜,lau6
溜,liu1
溧,leut6
溯,sou3
溼,sap1
溟,ming4
溟,ming5
漜,ye5
滼,faan6
演,yin2
演,yin5
漊,lau4
漺,song2
滸,heui2
滸,fu2
滸,wu2
漹,yin1
漹,yin4
滽,yung4
潎,pik1
潎,pit3
潎,piu3
漂,piu1
漂,piu3
漏,lau6
漓,lei4
滾,gwan2
漞,mik6
漣,lin4
漒,keung4
滎,ying4
漟,tong4
漡,seung1
漇,saai2
漅,chaau4
漮,hong1
漬,ji3
漬,ji6
漬,jik1
潀,chung4
潀,jung1
漢,hon3
漃,jik6
漸,chaam4
漸,jim1
漸,jim6
漲,jeung2
漲,jeung3
滲,sam3
漯,taap3
漯,leui5
漯,lo4
漯,lok3
漪,yi1
漪,yi2
潃,sau2
漱,sau3
漱,sou3
滫,sau1
滫,sau2
滫,sau3
漈,jai3
滯,jai6
漷,gwok3
漷,kwok3
漧,gon1
漵,jeui6
漳,jeung1
滷,lou5
滱,kau3
漘,seun4
潳,ja1
潳,tou4
滌,dik6
滮,biu1
滮,piu4
滴,dik1
滴,dik6
漠,mok6
滻,chaan2
滵,mat6
漎,chung4
漎,sung2
漆,chat1
漭,mong5
滿,mun5
滿,mun6
漩,syun4
澈,chit3
漼,cheui1
漼,cheui2
滶,ngou4
漁,yu4
滭,bat1
漾,yeung6
漕,chou4
漶,waan6
漶,wun6
漰,paang1
漰,peng1
漉,luk6
滹,fu1
漻,lau4
漻,liu4
漫,maan4
漫,maan6
漚,au1
漚,au3
漚,ngau1
漚,ngau3
漙,tyun4
漥,wa1
滬,wu6
潧,jeun1
潓,wai6
潻,syu2
澖,haan4
潾,leun4
潕,mou5
潸,saan1
潸,saan2
潸,sim2
潲,saau3
潲,siu6
潺,saan4
潯,cham4
漿,jeung1
潷,bat1
潷,bei3
潪,ji3
潪,jik6
潣,man5
潣,mui5
澕,wo4
澅,wa6
潘,pun1
潒,dong6
濆,fan4
濆,pan3
澗,gaan2
澗,gaan3
澎,paang1
澎,paang4
潑,put3
潦,liu2
潦,liu4
潦,liu5
潦,lou5
潦,lou6
澉,gam2
潔,git3
潶,hak1
潐,chiu4
潐,jiu2
潐,jiu3
潗,jap1
澋,ging2
潛,chim4
澄,dang6
澄,ching4
澂,ching4
潮,chiu4
潽,pou2
潡,deun6
漀,hing1
漀,king1
漀,king2
澓,fuk6
澆,giu1
澆,hiu1
澆,yiu6
澆,ngou6
澇,lou4
澇,lou6
潩,yi6
潭,taam4
潫,waan1
潝,hap1
潝,yap1
潝,kap1
潟,sik1
滕,tang4
澌,si1
澌,si3
潠,seun3
潼,tung4
潢,wong4
澔,hou6
潿,wai4
澒,hung6
澐,wan4
潁,wing6
潤,yeun6
澍,syu6
潚,siu1
潏,wat6
潏,yut6
潏,kyut3
漦,lei4
漦,chi4
漦,toi1
潬,taan1
潬,sin5
潰,kui2
澪,ling4
濏,sat1
澸,dam2
澢,dong1
澫,maan4
澫,maan6
澫,ngaau5
濨,chi4
激,gik1
潞,lou6
澽,geui3
澽,geui6
澿,kam4
澬,chi4
澬,ji1
澞,yu4
澼,pik1
濄,wo1
澺,yik1
瀄,jit1
瀄,jit3
澣,wun5
澥,haai5
澤,jaak6
澰,lim6
濊,wai3
濊,kut3
濉,seui1
濇,saap3
濇,sap1
濇,sik1
濇,gip3
濍,sung1
澲,yip6
濎,ding2
濎,ting5
濈,chap1
濈,jap1
澹,daam6
澹,taam4
澹,taam5
澦,yu6
澡,chou3
澡,jou2
濁,juk6
濋,cho2
澮,kui2
澮,kui3
澯,chaan3
澶,daan6
澶,sim4
澶,sin4
濂,lim4
濃,yung4
濃,nung4
澠,man5
澠,min5
澠,sing4
澱,din6
澴,waan4
澳,ou3
澳,ngou3
澳,yuk1
澭,yung1
澨,sai6
澧,lai5
濮,buk1
濮,buk6
濩,wok6
濩,wu6
濛,mung4
濴,ying4
濱,ban1
濤,tou4
澀,saap3
澀,sap1
澀,sik1
澀,gip3
濌,daap6
濫,haam5
濫,laam6
濰,wai4
濡,yu4
濔,mei4
濔,mei5
濘,ning6
濞,bai3
濞,pei3
濢,jeui2
濣,waat3
濠,hou4
濦,yan2
澩,hok6
濯,jok6
濕,sap1
濭,hap1
濭,oi3
濭,koi3
濧,deui6
濟,jai2
濟,jai3
濬,seun3
濬,jeun3
濬,jeun6
濝,kei4
濜,jeun6
濲,guk1
濷,fai3
濼,baak3
濼,bok6
濼,lok6
濼,pok3
瀏,lau4
濾,leui6
瀆,dau6
瀆,duk6
瀍,chin4
瀔,guk1
瀎,mit6
瀎,mut6
瀋,sam2
濿,lai6
瀊,pun4
瀀,yau1
濻,wai5
瀦,jyu1
瀁,yeung5
瀁,yeung6
瀉,se2
瀉,se3
瀇,wong2
濺,jin1
濺,jin3
瀅,ying3
瀅,ying4
瀌,biu1
瀌,piu4
瀑,bou6
瀑,buk6
瀙,chan3
瀢,wai5
瀚,hon6
瀡,seui5
瀛,ying4
瀫,huk6
瀜,yung4
瀨,laai6
瀟,siu1
瀣,haai6
瀖,fok3
瀘,lou4
瀗,hin3
瀕,ban1
瀕,pan4
瀠,ying4
瀩,deui6
瀝,lik1
瀝,lik6
瀾,laan4
瀾,laan6
瀪,faan4
瀺,chaam4
瀺,jaam6
瀰,mei4
瀰,mei5
瀰,nei4
灂,jiu3
灂,cheuk3
灂,jok6
瀸,chim1
瀸,jim1
瀿,faan4
瀼,yeung4
瀼,yeung6
瀵,fan3
瀲,lim5
瀲,lim6
瀱,gai3
瀧,seung1
瀧,long4
瀧,lung4
瀯,ying4
瀹,yeuk6
灀,seung1
瀷,yik6
瀻,daai3
瀴,ying1
瀴,ying2
灁,yun1
灆,laam4
灊,cham4
灊,chim4
灄,sip3
灈,keui4
灃,fung1
灅,leui5
灌,gun3
灉,yung1
瀳,jin1
瀳,jin6
灕,lei4
灒,jaan3
灑,sa2
瀤,waai1
瀤,waai4
灖,mei5
灗,sin5
灘,taan1
灚,gaau2
灛,jin2
灝,hou6
灟,juk1
灠,laam5
灠,laam6
灞,ba3
灡,laan4
灣,waan1
灣,waan4
灢,nong5
灤,lyun4
灨,gam3
灦,hin2
灥,cheun4
灥,chyun1
灥,chyun4
灩,yim6
灪,wat1
火,fo2
灱,haau1
灰,fui1
灼,cheuk3
灼,jeuk3
灴,hung3
灺,se2
灺,se3
灸,gau3
災,joi1
灶,jou3
炎,yim4
炚,gwong1
炕,hong3
炕,kong3
炑,muk6
炙,jek3
炙,jik3
炃,ban6
炃,fan4
炔,gai3
炔,kyut3
炖,dan6
炖,deun6
炆,man1
炘,yan1
炘,yan3
炒,chaau2
炄,nau5
炊,cheui1
炊,cheui3
炂,jung1
炓,tau3
炅,gwai3
炅,gwing2
炩,ling6
炴,yeung2
炯,gwing2
炡,jing1
炬,geui6
炾,fong2
炰,paau3
炰,paau4
炫,yun4
炫,yun6
炸,ja3
炳,bing2
炱,toi4
炤,chiu1
炤,jiu1
炤,jiu3
炭,taan3
炮,baau1
炮,baau3
炮,paau3
炮,paau4
炵,dung1
炟,daat3
炷,jyu3
烡,gwong1
烙,lok3
烙,lok6
烚,hap6
烈,lit6
烊,yeung4
烊,yeung6
烔,tung4
烏,wu1
烢,jaak6
烝,jing1
烓,gwing2
烜,hyun1
烜,hyun2
烤,haau1
烤,haau2
烋,haau1
烋,yau1
烑,yiu4
烇,chyun3
烆,hang4
烅,kwik1
烍,sin2
烠,wui4
烞,pok3
缹,fau2
烘,hong3
烘,hung1
烘,hung3
烘,hung4
烗,hoi1
烒,sik1
烎,yam4
焀,huk6
烿,yung4
焍,dai6
焉,yin1
焉,yin4
烴,ging2
烴,ting1
焂,suk1
焎,chit3
烺,long5
烷,yun2
烷,yun4
烶,ting5
焐,ng6
烹,paang1
烸,hoi2
焌,keui1
焌,jeun3
焌,cheut1
焄,fan1
烰,fau4
烽,fung1
焗,guk6
焋,jong3
烯,hei1
烳,pou2
焓,ham4
烼,fat1
焆,gyun1
焊,hon2
焊,hon6
焺,sing1
焨,fung3
無,mo4
無,mou4
焛,leun6
煮,jyu2
焣,chaau2
焣,jeui6
焥,waat3
焥,oi3
焲,yik6
焟,sik1
焢,hung1
焦,jiu1
焞,tan1
焞,teui1
焞,seun4
焯,cheuk3
焯,jeuk3
焰,yim4
焰,yim6
焮,yan1
焮,yan3
焙,bui6
焱,yim6
烻,yin3
然,yin4
焜,gwan1
焜,kwan1
焜,wan6
焚,fan3
焚,fan4
焠,cheui3
焠,seui6
煥,wun6
煰,chou3
煨,wui1
煓,tyun1
煌,wong4
煄,jung2
煇,fai1
煇,wai1
煇,wan6
煪,chau4
煟,wai6
煒,wai5
煙,yin1
煃,kwai2
煚,gwing2
煆,ha1
煆,ha6
煦,heui2
煦,heui3
煦,yu2
煦,yu3
煍,chiu2
煖,hyun1
煖,nyun5
煣,yau2
煣,yau5
煂,haak1
照,jiu3
煎,jin1
煡,jeun6
煐,ying1
煠,ja3
煠,saap6
煋,sing1
煝,mei6
煲,bou1
煉,lin6
煔,sim2
煁,nam4
煁,sam4
煸,bin1
煸,pin1
煘,gaam2
煘,tim4
煬,yeung4
煬,yeung6
煩,faan4
煢,king4
煞,saat3
煜,yap6
煜,yuk1
煤,mui4
熔,yung4
熊,hung4
熇,haau2
熇,hiu1
熇,hok3
熇,hok6
熇,huk6
熒,ying4
熙,hei1
熅,wan1
熅,wan2
熅,wat1
熏,fan1
熏,fan3
煽,sin3
熀,fong2
熗,cheung3
熁,hip3
熐,mik6
熂,hei3
熉,wan4
煻,tong4
熄,sik1
熆,hap6
熯,naan5
熯,yin5
熯,hon2
熯,hon3
熳,maan6
熲,gwing2
熜,chung1
熜,jung2
熠,saap6
熠,yap1
熠,yap6
熪,yi4
熩,wu6
熝,luk6
熨,wan6
熨,wat1
熨,tong3
熱,yit6
熥,tung1
熧,jung1
熞,gin1
熟,suk6
熵,seung1
熚,bat1
熤,yik6
熡,lau4
熬,ngaau4
熬,ngou4
熰,au1
熰,ngau1
熛,biu1
熾,chi3
燇,jeun3
燅,cham4
燅,chim4
燘,fui2
燘,mui5
燉,dan6
燉,deun6
燖,cham4
燛,gwing2
熼,yik6
燂,taam4
燂,chim4
熽,siu3
燋,chiu4
燋,jiu1
燀,daan6
燀,chin2
燀,jin2
熿,fong2
熿,wong4
燆,hiu1
熹,hei1
燜,man1
燜,mun6
熸,jim1
燄,yim4
燄,yim6
燊,san1
燕,yin1
燕,yin3
燏,wat6
燏,leut6
燏,yut6
燒,siu1
燁,yip6
燙,tong3
燚,ngai6
燚,yik6
燃,yin4
燈,dang1
燐,leun4
燔,faan4
燎,liu4
燎,liu5
燎,liu6
營,ying4
燦,chaan3
燢,hok6
燮,sip3
燮,sit3
燧,seui6
燲,hip3
燨,hei1
燱,yik1
燰,wui1
燠,yau1
燠,ou2
燠,ou3
燠,yuk1
燤,taai3
燤,lit6
燡,yik6
燥,chou3
燭,juk1
燴,wui6
燬,wai2
爃,wing4
燸,yu4
燸,nyun6
爁,laam6
燽,chau4
燻,fan1
爂,biu1
燹,sin2
燿,yiu6
燿,seuk3
燼,jeun2
燼,jeun6
燾,dou6
燾,tou4
爊,ngaau4
爊,ou1
爊,ngou1
爊,ngou4
爌,kong3
爌,kwong3
爆,baau3
爆,paau3
爆,bok3
爍,lik1
爍,seuk3
爍,lok6
爇,yeuk6
爇,yut3
爇,yut6
爅,mak6
爐,lou4
爔,hei1
爓,cham4
爓,yim4
爓,yim6
爛,laan6
爙,yeung5
爝,jiu3
爝,jeuk3
爝,jeuk6
爚,yeuk6
爞,chung4
爟,gun3
爢,mei4
爣,tong2
爦,laam5
爧,ling4
爩,wat1
爨,chyun3
爪,jaau2
爭,chaang1
爭,jaang1
爭,jang1
爬,pa4
爰,wun4
爰,yun4
為,wai4
為,wai6
爵,jeuk3
父,fu2
父,fu6
爸,ba1
爹,de1
爺,ye4
爻,ngaau4
爽,song2
爾,yi5
爿,baan6
爿,cheung4
牁,o1
牁,go1
牁,ho1
牂,jong1
牄,cheung1
牆,cheung4
片,pin2
片,pin3
版,baan2
牉,pun3
牊,chiu4
牌,paai4
牋,jin1
牒,dip6
牏,tau4
牏,yu4
牓,bong2
牖,yau5
牘,duk6
牙,nga4
牚,chaang1
牚,chaang3
牛,ngau4
牟,mau4
牟,muk6
牝,fan5
牝,pan5
牞,gau1
牞,kau1
牡,maau5
牡,mau5
牢,lou4
牠,ta1
牠,to1
牣,yan6
牪,yin6
物,mat6
牧,muk6
牬,bui3
牯,gu2
牲,saang1
牲,sang1
牳,mau5
牰,chau1
牰,yau6
牰,jau6
牴,dai2
牮,jin3
牶,hyun3
牷,chyun4
特,dak6
牸,ji6
牾,ng5
牾,ng6
牽,hin1
牼,hang1
犁,lai4
牿,guk1
牻,mong4
犉,seun4
犉,yun4
犀,sai1
犈,gyun3
犈,kyun4
犋,geui6
犅,gong1
犄,gei1
犄,gei2
犆,dat6
犆,jik6
犍,gin1
犍,kin4
犑,gwik1
犐,fo1
犎,fung1
犌,ga1
犖,lok3
犖,lok6
犓,cho1
犕,bei6
犗,gaai3
犒,hou3
犚,wai3
犘,ma4
犛,maau4
犛,lei4
犛,mou4
犞,kiu4
犝,tung4
犤,bei1
犦,bok6
犥,piu1
犡,laai6
犡,lai6
犢,duk6
犣,lip6
犨,chau1
犨,chau4
犨,sau4
犧,hei1
犩,ngai4
犪,kwai4
犬,hyun2
犯,faan6
犮,bat6
犰,kau4
犴,hon4
犴,hon6
犴,ngon6
犵,hat1
犵,go1
狃,nau2
狃,nau5
犿,faan1
犿,fun1
犽,nga6
狂,kong4
狂,kwong4
狆,jung6
狅,kwong4
狁,wan5
犺,kong3
狄,dik6
狗,gau2
狐,wu4
狉,pei1
狚,daam3
狚,taan2
狚,daat3
狌,saang1
狌,sang1
狌,sing1
狎,haap6
狋,ngan4
狋,yi4
狑,ling4
狔,nei5
狖,yau6
狘,hyut3
狘,yut6
狀,jong6
狒,fai3
狒,fai6
狒,fat1
狒,fei6
狙,jeui1
狜,gu2
狨,yung4
狫,lou5
狠,han2
狩,sau2
狩,sau3
狤,gwaai3
狤,gat1
狤,git3
狤,git6
狡,gaau2
狦,saan1
狦,saan3
狣,siu6
狣,jiu6
狊,gwik1
狟,wun4
狟,hyun1
狪,dung6
猁,lei6
猀,sa1
狼,long4
狸,lei4
狳,yu4
狴,bai1
狴,bai6
狽,bui3
狻,syun1
狹,haap6
狹,gip6
狺,ngan4
狾,jai3
狶,hei1
狶,hei2
狷,gyun1
狷,gyun3
猘,gai3
猘,jai3
猏,gin1
猑,kwan1
猈,ba6
猈,paai4
猈,pei4
猞,se3
猊,ngai4
猙,jaang1
猙,jang1
猛,maang5
猗,yi1
猗,yi2
猗,o2
猗,ngo2
猗,ngo5
猖,cheung1
猇,haau1
猜,chaai1
猓,gwo2
狿,yin4
猝,chyut3
猒,aat3
猒,ngaat3
猒,yim1
猒,yim2
猒,yim3
猵,bin1
猋,biu1
猴,hau4
猲,hit3
猲,hot3
獀,sau1
猌,ngan6
猥,wai2
猥,wui1
猥,wui2
猣,jung1
猣,jung2
猢,wu4
猶,yau4
猩,sing1
猳,ga1
猭,sin1
猧,wo1
猰,yaak3
猰,aat3
猰,ngaat3
猰,jaat3
猦,fung1
猱,naau4
猱,nou4
獉,jeun1
猻,syun1
獂,wun4
獂,yun4
猾,waat6
猷,yau4
獅,si1
猿,yun4
猼,bok3
猼,pok3
猺,yiu4
獊,chong1
獍,ging3
獄,yuk6
獌,maan6
獐,jeung1
獑,chaam4
獃,daai1
獃,ngoi4
獘,bai6
獚,wong4
獙,bai6
獛,buk1
獡,sik1
獡,cheuk3
獡,seuk3
獢,hiu1
獗,kyut3
獞,jong3
獞,jong6
獞,tung4
獟,hiu1
獠,liu4
獠,lou5
獝,wat6
獝,leut6
獒,ngou4
獩,wai3
獫,him2
獥,hat6
獥,gik1
獥,giu3
獨,duk6
獪,kui2
獦,lip6
獦,got3
獦,hot3
獧,gyun3
獬,haai5
獰,ning4
獳,nau6
獮,sin2
獲,waai4
獲,wok6
獯,fan1
獶,naau4
獶,nou4
獵,lip6
獷,gwong2
獺,chaat3
獺,taat3
獸,sau3
獼,mei4
獼,nei4
獻,hin3
獽,yeung4
獾,fun1
獿,naau4
玀,lo4
玃,fok3
玃,gwok3
玁,him2
玂,kei4
玄,yun4
玅,miu6
玆,ji1
玆,yun4
率,seui3
率,leut6
率,seut1
玈,lou4
王,wong4
王,wong6
玊,suk1
玉,yuk6
玎,ding1
玗,yu1
玕,gon1
玔,chyun3
玓,dik1
玒,gong1
玒,gung1
玒,hung4
玖,gau2
玠,gaai3
玨,gok3
玩,waan4
玩,wun6
玬,taan2
玝,ng5
玡,nga4
玡,ye4
玭,pan4
玥,yut6
玢,ban1
玢,fan1
玦,kyut3
玤,pong5
玤,bung2
玟,man4
玫,mui4
珇,jeui2
珇,jou2
珃,yim5
玾,gaap3
珫,chung1
玷,dim2
玷,dim3
珀,paak3
珂,o1
珂,ngo1
玴,yai6
玻,bo1
珌,bat1
珌,bei3
珌,bit1
珍,jan1
珅,san1
玸,fu4
玳,doi6
玿,siu4
玶,ping4
玵,ngam4
玲,ling4
珆,yi4
珆,toi1
玹,yin4
玹,yun4
玹,yun6
珈,ga1
珊,saan1
珋,lau5
珠,jyu1
珞,lok3
珞,lok6
珥,nei6
珥,yi6
珣,seun1
珧,yiu4
琉,lau4
珮,pui3
珜,yeung4
珝,heui2
珒,jeun1
珨,haap6
珨,hap6
珘,jau1
班,baan1
珗,sin1
珚,yin1
珖,gwong1
珔,jin6
珛,chau3
珓,gaau3
玼,chai2
玼,chi1
玼,chi2
珙,gung2
珩,hang4
珪,gwai1
珴,ngo4
琋,hei1
理,lei5
珶,dai6
珶,tai4
琍,lei4
琅,long4
琌,ling4
珿,chuk1
珼,bui3
珸,ng4
珽,ting2
珽,ting5
珵,ching4
琁,syun4
琇,sau3
現,yin6
琈,fau4
琀,ham3
琀,ham6
球,kau4
珺,gwan6
珺,kwan2
琊,nga4
琊,ye4
琄,yun6
琮,chung4
琮,chung6
琥,fu2
琫,bung2
琱,diu1
琬,yun2
琵,pei4
琢,deuk3
琯,gun2
琲,bei3
琲,pui3
琺,faat3
琺,fat3
琩,cheung1
琝,man4
琡,jyut3
琳,lam4
琖,jaan2
琤,chaang1
琤,jaang1
琤,jang1
琴,kam4
琚,geui1
琣,bung2
琦,kei4
琨,gwan1
琨,kwan1
琠,tin2
琠,tin3
琭,luk6
琰,yim5
琶,pa4
琪,kei4
琛,cham1
琛,sam1
瑆,sing1
瑄,syun1
瑕,ha4
琿,fai1
琿,wan4
瑚,wu4
瑊,jam1
瑋,wai5
瑛,ying1
瑑,chyun5
瑑,syun6
瑎,haai4
瑯,long4
瑍,wun6
瑁,mou6
瑁,mui6
瑐,jin2
瑏,chyun1
瑒,cheung3
瑒,yeung4
瑒,dong6
瑂,mei4
瑗,yun6
瑀,yu5
瑜,yu4
瑟,sat1
瑙,nou5
瑞,seui6
瑔,chyun4
瑵,jou2
瑰,gwai1
瑰,gwai3
瑲,cheung1
瑧,jeun1
瑳,cho1
瑳,cho2
瑣,so2
瑤,yiu4
瑢,yung4
瑱,jan3
瑱,din3
瑱,tin3
瑮,leut6
瑭,tong4
瑪,ma5
璆,kau4
璃,lei4
瑹,syu1
璊,mun4
瑽,chung1
瑽,chung4
瑾,gan2
瑾,gan6
璁,chung1
璈,ngou4
璉,lin4
璉,lin5
璅,so2
璀,cheui1
璀,cheui2
璋,jeung1
瑼,jyun1
璇,syun4
瑩,ying4
璜,wong4
璒,dang1
璡,jeun3
璞,pok3
璔,jang1
璥,ging2
璕,cham4
璘,leun4
璟,ging2
瑿,yi1
璣,gei1
璠,faan4
璚,king4
璚,kyut3
璐,lou6
璯,faai3
璯,wui6
璭,gun2
璾,chai5
璾,ji1
璩,keui4
璨,chaan3
璱,sat1
璲,seui6
璗,dong6
環,waan4
璫,dong1
璪,jou2
璦,oi3
璦,ngoi3
瓁,wok6
瓂,goi3
璵,yu4
璿,syun4
璶,jeun6
璻,jeui2
璧,bik1
璧,bik3
璸,ban1
瓀,yun5
璽,saai2
璷,lou4
璷,fu1
瓊,king4
瓅,lik1
瓅,lik6
瓃,leui4
瓃,leui6
瓋,tik1
瓏,lung4
璺,man4
璺,man6
瓕,saai2
瓕,mei4
瓔,ying1
瓖,seung1
瓘,gun3
瓙,dou6
瓗,kwai4
瓗,king4
瓚,jaan3
瓚,jaan6
瓛,wun4
瓜,gwa1
瓝,paau4
瓝,bok6
瓟,paau4
瓟,bok6
瓞,dit6
瓠,wok6
瓠,wu4
瓠,wu6
瓡,jap1
瓢,piu4
瓣,baan6
瓣,faan6
瓤,nong4
瓥,lai6
瓦,nga5
瓦,nga6
瓮,ung3
瓨,gong1
瓬,fong2
瓵,yi4
瓴,ling4
瓷,chi4
瓶,peng4
瓶,ping4
瓻,chi1
瓿,bau6
瓿,pau2
瓿,bou6
瓽,dong2
瓽,dong6
瓾,maang5
甀,jeui6
甂,bin1
甂,pin1
甃,jau3
甄,yan1
甄,jan1
甈,hei3
甇,ang1
甍,mang4
甋,dik1
甌,au1
甌,ngau1
甐,leun6
甑,jang3
甑,jang6
甒,mou5
甏,bong3
甕,ung3
甕,ngung3
甓,bik1
甓,pik1
甔,daam1
甔,daam3
甖,aang1
甖,ngaang1
甗,yin5
甘,gam1
甚,sam6
甚,sap6
甜,tim4
甝,hon4
生,saang1
生,sang1
甡,san1
產,chaan2
甥,saang1
甥,sang1
甦,sou1
用,yung6
甩,lat1
甪,luk6
甫,pou2
甫,pou3
甫,fu2
甬,yung2
甬,yung5
甭,bang2
甭,bat1
甭,bung2
甮,fung6
甯,ning4
甯,ning6
甲,gaap3
申,san1
由,yau4
田,tin4
甹,ping1
男,naam4
甸,din1
甸,din6
甸,tin4
町,tin2
町,ding1
町,ting1
町,ting2
町,ting5
甽,jan3
甽,hyun2
甾,ji1
甾,joi1
甿,man4
甿,mang4
甿,mong4
畀,bei2
畀,bei3
畋,tin4
畈,faan3
界,gaai3
畎,gyun2
畎,hyun2
畏,wai3
畇,wan4
留,lau4
畝,mau5
畚,bun2
畔,bun6
畟,chak1
畟,chik1
畟,jik1
畜,chuk1
畛,chan2
畛,jan2
畤,si5
畤,ji2
畤,ji6
異,yi6
畢,bat1
略,leuk6
畣,daap3
畦,kwai4
畬,se1
畬,se4
畬,yu4
畯,jeun3
番,faan1
番,bo1
番,po4
番,pun1
畫,wa2
畫,wa6
畫,waak6
畷,jyut3
畸,gei1
畸,kei1
榃,taan4
榃,dam4
畹,yun2
當,dong1
當,dong3
畽,teun2
畽,dung2
畾,leui4
畿,gei1
畿,kei4
疀,chaap3
疄,leun4
疇,chau4
疆,geung1
疊,daap6
疊,dip6
疋,nga5
疋,pat1
疋,so1
疌,jit3
疌,jit6
疏,so1
疏,so3
疑,yi4
疐,dai3
疐,ji3
疕,bei2
疕,pei2
疔,deng1
疔,ding1
疙,gat1
疙,gat6
疙,ngat6
疚,gau3
疘,gong1
疝,saan3
疤,ba1
疧,kei4
疧,ji1
疫,yik6
疣,yau4
疥,gaai3
疢,chan2
疢,chan3
疪,bei3
疹,chan2
疹,jan2
疶,sit3
症,jing1
症,jing3
病,beng6
病,bing6
疿,fai2
疿,fai3
疿,fai6
疿,fei2
疰,jyu3
疺,fat6
痂,ga1
痂,ge1
疳,gam1
痁,dim3
痁,sim1
痄,ja3
疾,jaat6
疾,jat6
疼,tang4
疼,tung3
疼,tung4
疸,daam2
疸,daan3
疸,taan2
疽,cheui1
疽,jeui1
痀,keui1
痀,keui4
痀,yu2
疻,ji1
疻,ji2
疲,pei4
痑,taan1
痋,chung4
痋,tung4
痔,ji6
痕,han4
痐,wui4
痌,tung1
痍,yi4
痒,yeung4
痒,yeung5
痊,chyun4
痎,gaai1
疵,chi1
疵,chi4
痏,wai5
痏,fui2
痤,cho4
痢,lei6
痘,dau6
痞,fau2
痞,mau1
痞,pei2
痞,pei5
痝,mong4
痛,tung3
痦,ng6
痗,fui3
痗,mui6
痣,ji3
痧,sa1
痡,pou1
痡,fu1
痠,syun1
痚,haau1
痙,ging6
痟,siu1
瘀,yu1
瘀,yu2
瘀,yu3
痾,o1
痾,ngo1
痼,gu3
瘃,juk1
瘃,juk6
痻,man4
痲,ma4
痭,bang1
痰,taam4
痳,ma4
痳,lam4
瘐,yu5
痴,chi1
痹,bei3
痸,chai3
痱,fai2
痱,fai6
痱,fei2
痱,fei4
痷,am1
痷,yip3
痽,deui1
痵,gwai3
痺,bei1
痺,bei3
瘁,seui6
痯,gun2
瘏,tou4
痶,din2
痿,wai1
痿,wai2
瘓,wun6
瘦,sau3
瘍,yeung4
瘉,yu6
瘈,gai3
瘈,kai3
瘈,jai3
瘖,yam1
瘔,fu3
瘊,hau4
瘧,yeuk6
瘌,laat6
瘋,fung1
瘑,gwo1
瘕,ga1
瘕,ga2
瘕,ga3
瘕,ha4
瘞,ai3
瘞,ngai3
瘞,yi3
瘩,daap3
瘩,daat6
瘙,sou3
瘝,gwaan1
瘜,sik1
瘡,chong1
瘢,baan1
瘢,pun4
瘠,jek3
瘠,jik3
瘠,jik6
瘤,lau4
瘚,kyut3
瘥,chaai3
瘥,cho1
瘥,cho4
瘟,wan1
瘨,din1
瘣,waai6
瘛,chai3
瘛,kai3
瘛,jai3
